שם קידוח,אגן,ייעוד הקידוח,אתר ניטור,סוג זיהום,תאריך מדידה,עומק הדיגום,סמל פרמטר,יחידת מידה,ריכוז,סמן
מק שפלת לוד 9,ירקתן,חברת מקורות,,,11/10/2020,,TECE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,11/10/2020,,MTBE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,11/10/2020,,TCEY,microgr/L,0.5,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,11/10/2020,,TECE,microgr/L,0,
מק פארן 17,נגב והערבה,חברת מקורות,,,11/10/2020,,MTBE,microgr/L,0,
מק פארן 17,נגב והערבה,חברת מקורות,,,11/10/2020,,TCEY,microgr/L,0,
מק פארן 17,נגב והערבה,חברת מקורות,,,11/10/2020,,TECE,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,11/15/2020,,MTBE,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,11/15/2020,,TCEY,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,11/15/2020,,TECE,microgr/L,0,
מק חדרה 1,חוף,חברת מקורות,,,11/15/2020,,MTBE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,11/17/2020,,MTBE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,11/17/2020,,TCEY,microgr/L,0.4,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,11/17/2020,,TECE,microgr/L,0,
פ בני ברק ז עיר,חוף,פרטי,,,11/18/2020,,TECE,microgr/L,3.8,
מק קקון 6 (יכין),ירקתן,חברת מקורות,,,11/22/2020,,MTBE,microgr/L,0,
מק קקון 6 (יכין),ירקתן,חברת מקורות,,,11/22/2020,,TCEY,microgr/L,0,
מק קקון 6 (יכין),ירקתן,חברת מקורות,,,11/22/2020,,TECE,microgr/L,0,
מק חזון 3,גליל מערבי,חברת מקורות,,,11/22/2020,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/24/2020,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/24/2020,,TCEY,microgr/L,8.4,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/24/2020,,TECE,microgr/L,0.2,
מק נחלי מנשה 15,חוף,חברת מקורות,,,11/24/2020,,MTBE,microgr/L,0,
פ מכון ויצמן 9,חוף,פרטי,,,11/25/2020,,MTBE,microgr/L,0,
פ מכון ויצמן 9,חוף,פרטי,,,11/25/2020,,TCEY,microgr/L,0,
פ מכון ויצמן 9,חוף,פרטי,,,11/25/2020,,TECE,microgr/L,0,
פ רחובות אחוזת ויצמן ב,חוף,פרטי,,,11/25/2020,,MTBE,microgr/L,0,
פ רחובות אחוזת ויצמן ב,חוף,פרטי,,,11/25/2020,,TCEY,microgr/L,0,
פ רחובות אחוזת ויצמן ב,חוף,פרטי,,,11/25/2020,,TECE,microgr/L,0,
מק חדרה 2,חוף,חברת מקורות,,,11/29/2020,,MTBE,microgr/L,0,
פ בני ברק עיר ה,חוף,פרטי,,,12/9/2020,,TCEY,microgr/L,10.2,
פ בני ברק עיר ה,חוף,פרטי,,,12/9/2020,,TECE,microgr/L,10.7,
מק ירקון מזרחי 1,ירקתן,חברת מקורות,,,12/13/2020,,MTBE,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,12/14/2020,,MTBE,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,12/14/2020,,TCEY,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,12/14/2020,,TECE,microgr/L,0,
מק חדרה 1,חוף,חברת מקורות,,,12/15/2020,,MTBE,microgr/L,0,
פ תא עיר יער המגינים,חוף,פרטי,,,12/28/2020,,MTBE,microgr/L,0,
פ תא עיר יער המגינים,חוף,פרטי,,,12/28/2020,,TCEY,microgr/L,0,
פ תא עיר יער המגינים,חוף,פרטי,,,12/28/2020,,TECE,microgr/L,0,
פ כפר מלל ג,חוף,פרטי,,,12/28/2020,,MTBE,microgr/L,0,
פ כפר מלל ג,חוף,פרטי,,,12/28/2020,,TCEY,microgr/L,0,
פ כפר מלל ג,חוף,פרטי,,,12/28/2020,,TECE,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,1/3/2021,,MTBE,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,1/3/2021,,TCEY,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,1/3/2021,,TECE,microgr/L,0,
מק ניר עם 9,חוף,חברת מקורות,,,1/4/2021,,MTBE,microgr/L,0,
מק ניר עם 9,חוף,חברת מקורות,,,1/4/2021,,TCEY,microgr/L,0,
מק ניר עם 9,חוף,חברת מקורות,,,1/4/2021,,TECE,microgr/L,0,
מק גבר עם 3,חוף,חברת מקורות,,,1/4/2021,,MTBE,microgr/L,0,
מק גבר עם 3,חוף,חברת מקורות,,,1/4/2021,,TCEY,microgr/L,0,
מק גבר עם 3,חוף,חברת מקורות,,,1/4/2021,,TECE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,1/4/2021,,MTBE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,1/4/2021,,TCEY,microgr/L,0.5,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,1/4/2021,,TECE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,1/4/2021,,MTBE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,1/4/2021,,TCEY,microgr/L,0.3,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,1/4/2021,,TECE,microgr/L,0,
מק שפלת לוד 24,ירקתן,חברת מקורות,,,1/4/2021,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/4/2021,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/4/2021,,TCEY,microgr/L,8.4,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/4/2021,,TECE,microgr/L,0.3,
מק נאות הככר 2,נגב והערבה,חברת מקורות,,,1/5/2021,,MTBE,microgr/L,0,
מק נאות הככר 2,נגב והערבה,חברת מקורות,,,1/5/2021,,TCEY,microgr/L,0,
מק נאות הככר 2,נגב והערבה,חברת מקורות,,,1/5/2021,,TECE,microgr/L,0,
מק נאות הככר 1 ג,נגב והערבה,חברת מקורות,,,1/5/2021,,MTBE,microgr/L,0,
מק נאות הככר 1 ג,נגב והערבה,חברת מקורות,,,1/5/2021,,TCEY,microgr/L,0,
מק נאות הככר 1 ג,נגב והערבה,חברת מקורות,,,1/5/2021,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/5/2021,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/5/2021,,TCEY,microgr/L,8.5,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/5/2021,,TECE,microgr/L,0.3,
מק חזון 4,גליל מערבי,חברת מקורות,,,1/5/2021,,MTBE,microgr/L,0,
מק חזון 4,גליל מערבי,חברת מקורות,,,1/5/2021,,TCEY,microgr/L,0,
מק חזון 4,גליל מערבי,חברת מקורות,,,1/5/2021,,TECE,microgr/L,0,
מק אשתאול א 2,ירקתן,חברת מקורות,,,1/10/2021,,MTBE,microgr/L,0,
מק כרכור 145,ירקתן,חברת מקורות,,,1/10/2021,,MTBE,microgr/L,0,
מק שרון דרומי 101,ירקתן,חברת מקורות,,,1/11/2021,,MTBE,microgr/L,0,
מק בארותיים 4,ירקתן,חברת מקורות,,,1/11/2021,,MTBE,microgr/L,0,
מק בארותיים 3,ירקתן,חברת מקורות,,,1/11/2021,,MTBE,microgr/L,0,
מק נאות הככר 7,נגב והערבה,חברת מקורות,,,1/12/2021,,MTBE,microgr/L,0,
מק נאות הככר 7,נגב והערבה,חברת מקורות,,,1/12/2021,,TCEY,microgr/L,0,
מק נאות הככר 7,נגב והערבה,חברת מקורות,,,1/12/2021,,TECE,microgr/L,0,
מק נאות הככר 7 א,נגב והערבה,חברת מקורות,,,1/12/2021,,MTBE,microgr/L,0,
מק נאות הככר 7 א,נגב והערבה,חברת מקורות,,,1/12/2021,,TCEY,microgr/L,0,
מק נאות הככר 7 א,נגב והערבה,חברת מקורות,,,1/12/2021,,TECE,microgr/L,0,
מק אשתאול 1,ירקתן,חברת מקורות,,,1/12/2021,,MTBE,microgr/L,0,
מק אשדוד 24,חוף,חברת מקורות,,,1/12/2021,,MTBE,microgr/L,0,
מק אשדוד 31,חוף,חברת מקורות,,,1/12/2021,,MTBE,microgr/L,0,
מק צומת גולני 1,כנרת,חברת מקורות,,,1/13/2021,,MTBE,microgr/L,0,
מק לוד 32,ירקתן,חברת מקורות,,,1/17/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,1/17/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,1/17/2021,,TCEY,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,1/17/2021,,TECE,microgr/L,0,
מק ברקה 1,חוף,חברת מקורות,,,1/18/2021,1,MTBE,microgr/L,0,
מק ברקה 1,חוף,חברת מקורות,,,1/18/2021,1,TCEY,microgr/L,0,
מק ברקה 1,חוף,חברת מקורות,,,1/18/2021,1,TECE,microgr/L,0,
מק באר שבע 1 א,ירקתן,חברת מקורות,,,1/19/2021,,MTBE,microgr/L,0,
מק באר שבע 1 א,ירקתן,חברת מקורות,,,1/19/2021,,TCEY,microgr/L,0,
מק באר שבע 1 א,ירקתן,חברת מקורות,,,1/19/2021,,TECE,microgr/L,0,
מק נח ארז שקמה 16 א,חוף,חברת מקורות,,,1/19/2021,,MTBE,microgr/L,0,
מק נח ארז שקמה 16 א,חוף,חברת מקורות,,,1/19/2021,,TCEY,microgr/L,0,
מק נח ארז שקמה 16 א,חוף,חברת מקורות,,,1/19/2021,,TECE,microgr/L,0,
מק חולות ראשון 1,חוף,חברת מקורות,,,1/19/2021,,MTBE,microgr/L,0,
מק חולות ראשון 1,חוף,חברת מקורות,,,1/19/2021,,TCEY,microgr/L,0,
מק חולות ראשון 1,חוף,חברת מקורות,,,1/19/2021,,TECE,microgr/L,0,
מק אילת 16 (סבחה),נגב והערבה,חברת מקורות,,,1/19/2021,,MTBE,microgr/L,0,
מק אילת 16 (סבחה),נגב והערבה,חברת מקורות,,,1/19/2021,,TCEY,microgr/L,0,
מק אילת 16 (סבחה),נגב והערבה,חברת מקורות,,,1/19/2021,,TECE,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,1/24/2021,,MTBE,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,1/24/2021,,TCEY,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,1/24/2021,,TECE,microgr/L,0,
מק ירקון מזרחי 7,ירקתן,חברת מקורות,,,1/24/2021,,MTBE,microgr/L,0,
מק ירקון מזרחי 7,ירקתן,חברת מקורות,,,1/24/2021,,TCEY,microgr/L,0,
מק ירקון מזרחי 7,ירקתן,חברת מקורות,,,1/24/2021,,TECE,microgr/L,0,
מק ירקון מזרח 8,ירקתן,חברת מקורות,,,1/24/2021,,MTBE,microgr/L,0,
מק ירקון מזרח 8,ירקתן,חברת מקורות,,,1/24/2021,,TCEY,microgr/L,0,
מק ירקון מזרח 8,ירקתן,חברת מקורות,,,1/24/2021,,TECE,microgr/L,0,
פ בית קירור שרייבר,חוף,פרטי,,,1/24/2021,,MTBE,microgr/L,0,
פ בית קירור שרייבר,חוף,פרטי,,,1/24/2021,,TCEY,microgr/L,0,
פ בית קירור שרייבר,חוף,פרטי,,,1/24/2021,,TECE,microgr/L,0,
פ הדסים כפר הנער א,חוף,פרטי,,,1/24/2021,,MTBE,microgr/L,0,
פ הדסים כפר הנער א,חוף,פרטי,,,1/24/2021,,TCEY,microgr/L,0,
פ הדסים כפר הנער א,חוף,פרטי,,,1/24/2021,,TECE,microgr/L,0,
פ משמר העמק קב א,שולי ההר,פרטי,,,1/24/2021,,MTBE,microgr/L,0,
פ משמר העמק קב א,שולי ההר,פרטי,,,1/24/2021,,TCEY,microgr/L,0.4,
פ משמר העמק קב א,שולי ההר,פרטי,,,1/24/2021,,TECE,microgr/L,0.1,
מק ירקון מזרחי 1,ירקתן,חברת מקורות,,,1/26/2021,,MTBE,microgr/L,0,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,2/2/2021,,MTBE,microgr/L,0,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,2/2/2021,,TCEY,microgr/L,1.5,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,2/2/2021,,TECE,microgr/L,0,
מק חוף הכרמל 7,כרמל,חברת מקורות,,,2/2/2021,,MTBE,microgr/L,0,
מק חוף הכרמל 7,כרמל,חברת מקורות,,,2/2/2021,,TCEY,microgr/L,0,
מק חוף הכרמל 7,כרמל,חברת מקורות,,,2/2/2021,,TECE,microgr/L,0,
מק שמרון 5,ההר המזרחי,חברת מקורות,,,2/3/2021,,MTBE,microgr/L,0,
מק שמרון 5,ההר המזרחי,חברת מקורות,,,2/3/2021,,TCEY,microgr/L,0,
מק שמרון 5,ההר המזרחי,חברת מקורות,,,2/3/2021,,TECE,microgr/L,0,
מק הרודיון 4,ההר המזרחי,חברת מקורות,,,2/7/2021,,MTBE,microgr/L,0,
מק הרודיון 4,ההר המזרחי,חברת מקורות,,,2/7/2021,,TCEY,microgr/L,0,
מק הרודיון 4,ההר המזרחי,חברת מקורות,,,2/7/2021,,TECE,microgr/L,0,
מק פצאל 9,ההר המזרחי,חברת מקורות,,,2/7/2021,,MTBE,microgr/L,0,
מק פצאל 9,ההר המזרחי,חברת מקורות,,,2/7/2021,,TCEY,microgr/L,0,
מק פצאל 9,ההר המזרחי,חברת מקורות,,,2/7/2021,,TECE,microgr/L,0,
מק נחל אורן 1,כרמל,חברת מקורות,,,2/7/2021,,MTBE,microgr/L,0,
מק נחל אורן 1,כרמל,חברת מקורות,,,2/7/2021,,TCEY,microgr/L,0,
מק נחל אורן 1,כרמל,חברת מקורות,,,2/7/2021,,TECE,microgr/L,0,
פ סלע ג (בט),חוף,פרטי,,,2/8/2021,1,MTBE,microgr/L,0,
פ סלע ג (בט),חוף,פרטי,,,2/8/2021,1,TCEY,microgr/L,1,<
פ סלע ג (בט),חוף,פרטי,,,2/8/2021,1,TECE,microgr/L,1,<
פ רמת השרון סלע ד,חוף,פרטי,,,2/8/2021,1,MTBE,microgr/L,0,
פ רמת השרון סלע ד,חוף,פרטי,,,2/8/2021,1,TCEY,microgr/L,12.387,
פ רמת השרון סלע ד,חוף,פרטי,,,2/8/2021,1,TECE,microgr/L,1,<
מק אשקלון 1,חוף,חברת מקורות,,,2/9/2021,,MTBE,microgr/L,0,
פ שדות ים קבוץ ב,חוף,פרטי,,,2/9/2021,,MTBE,microgr/L,0,
פ שדות ים קבוץ ב,חוף,פרטי,,,2/9/2021,,TCEY,microgr/L,0,
פ שדות ים קבוץ ב,חוף,פרטי,,,2/9/2021,,TECE,microgr/L,0,
פ שדות ים קבוץ ג,חוף,פרטי,,,2/9/2021,,MTBE,microgr/L,0,
פ שדות ים קבוץ ג,חוף,פרטי,,,2/9/2021,,TCEY,microgr/L,0,
פ שדות ים קבוץ ג,חוף,פרטי,,,2/9/2021,,TECE,microgr/L,0,
מק געתון 1,גליל מערבי,חברת מקורות,,,2/9/2021,,MTBE,microgr/L,0,
מק געתון 1,גליל מערבי,חברת מקורות,,,2/9/2021,,TCEY,microgr/L,0,
מק געתון 1,גליל מערבי,חברת מקורות,,,2/9/2021,,TECE,microgr/L,0,
מק להט 7,חוף,חברת מקורות,,,2/14/2021,,MTBE,microgr/L,0,
מק להט 7,חוף,חברת מקורות,,,2/14/2021,,TCEY,microgr/L,0,
מק להט 7,חוף,חברת מקורות,,,2/14/2021,,TECE,microgr/L,0,
מק גת 13,חוף,חברת מקורות,,,2/14/2021,,MTBE,microgr/L,0,
מק גת 13,חוף,חברת מקורות,,,2/14/2021,,TCEY,microgr/L,0,
מק גת 13,חוף,חברת מקורות,,,2/14/2021,,TECE,microgr/L,0,
מק נקז נצנים 4,חוף,חברת מקורות,,,2/14/2021,,MTBE,microgr/L,0,
מק נקז נצנים 4,חוף,חברת מקורות,,,2/14/2021,,TCEY,microgr/L,0,
מק נקז נצנים 4,חוף,חברת מקורות,,,2/14/2021,,TECE,microgr/L,0,
מק תפוח 1,ההר המזרחי,חברת מקורות,,,2/14/2021,,MTBE,microgr/L,0,
מק תפוח 1,ההר המזרחי,חברת מקורות,,,2/14/2021,,TCEY,microgr/L,0,
מק תפוח 1,ההר המזרחי,חברת מקורות,,,2/14/2021,,TECE,microgr/L,0,
מק יעבץ 1,ירקתן,חברת מקורות,,,2/14/2021,,MTBE,microgr/L,0,
מק יעבץ 1,ירקתן,חברת מקורות,,,2/14/2021,,TCEY,microgr/L,0,
מק יעבץ 1,ירקתן,חברת מקורות,,,2/14/2021,,TECE,microgr/L,0,
מק מענית 2,ירקתן,חברת מקורות,,,2/14/2021,,MTBE,microgr/L,0,
מק מענית 2,ירקתן,חברת מקורות,,,2/14/2021,,TCEY,microgr/L,0,
מק מענית 2,ירקתן,חברת מקורות,,,2/14/2021,,TECE,microgr/L,0,
פ סלע א (בט),חוף,פרטי,,,2/15/2021,,MTBE,microgr/L,0,
פ סלע א (בט),חוף,פרטי,,,2/15/2021,,TCEY,microgr/L,3.1,
פ סלע א (בט),חוף,פרטי,,,2/15/2021,,TECE,microgr/L,0,
פ הרצליה ה מפעל המים,חוף,פרטי,,,2/16/2021,,TCEY,microgr/L,0.8,
פ הרצליה ב ישנה,חוף,פרטי,,,2/16/2021,,TCEY,microgr/L,0.9,
פ קרית אונו 3 דרומית,חוף,פרטי,,,2/17/2021,,MTBE,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,2/17/2021,,TCEY,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,2/17/2021,,TECE,microgr/L,0.5,
פ קרית חיים ל 2 (איצטדיון),גליל מערבי,פרטי,,,2/18/2021,,MTBE,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,2/25/2021,,MTBE,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,2/25/2021,,TCEY,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,2/25/2021,,TECE,microgr/L,0.2,
מק ביתניה 2,חוף,חברת מקורות,,,2/28/2021,,MTBE,microgr/L,0,
פ בני עטרות מושב,ירקתן,פרטי,,,2/28/2021,,MTBE,microgr/L,0,
פ בני עטרות מושב,ירקתן,פרטי,,,2/28/2021,,TCEY,microgr/L,0.3,
פ בני עטרות מושב,ירקתן,פרטי,,,2/28/2021,,TECE,microgr/L,0,
פ פת 12 עיר,ירקתן,פרטי,,,2/28/2021,,MTBE,microgr/L,0,
פ פת 12 עיר,ירקתן,פרטי,,,2/28/2021,,TCEY,microgr/L,0,
פ פת 12 עיר,ירקתן,פרטי,,,2/28/2021,,TECE,microgr/L,0,
מק שרון דרומי 103,ירקתן,חברת מקורות,,,2/28/2021,,MTBE,microgr/L,0,
מק טירה 2,ירקתן,חברת מקורות,,,2/28/2021,,MTBE,microgr/L,0,
מק נח קיסריה 6,חוף,חברת מקורות,,,2/28/2021,,MTBE,microgr/L,0,
מק ודי ערה 3,ירקתן,חברת מקורות,,,2/28/2021,,MTBE,microgr/L,0,
פ גאולים טלמון 5,חוף,פרטי,,,3/1/2021,,TCEY,microgr/L,0,
פ גאולים טלמון 5,חוף,פרטי,,,3/1/2021,,TECE,microgr/L,0,
פ העוגן ב קבוץ,חוף,פרטי,,,3/1/2021,,TCEY,microgr/L,0,
פ העוגן ב קבוץ,חוף,פרטי,,,3/1/2021,,TECE,microgr/L,0,
מק יקנעם 2,כרמל,חברת מקורות,,,3/1/2021,,MTBE,microgr/L,0,
מק יקנעם 2,כרמל,חברת מקורות,,,3/1/2021,,TCEY,microgr/L,1.8,
מק יקנעם 2,כרמל,חברת מקורות,,,3/1/2021,,TECE,microgr/L,0.7,
פ עירית בת ים 12,חוף,פרטי,,,3/3/2021,,MTBE,microgr/L,0,
פ עירית בת ים 12,חוף,פרטי,,,3/3/2021,,TCEY,microgr/L,11.8,
פ עירית בת ים 12,חוף,פרטי,,,3/3/2021,,TECE,microgr/L,0,
 פ רמת גן עיר אברלה,חוף,פרטי,,,3/7/2021,,MTBE,microgr/L,0,
 פ רמת גן עיר אברלה,חוף,פרטי,,,3/7/2021,,TCEY,microgr/L,0.8,
 פ רמת גן עיר אברלה,חוף,פרטי,,,3/7/2021,,TECE,microgr/L,0,
פ בצרה ב מושב,חוף,פרטי,,,3/8/2021,,MTBE,microgr/L,0,
פ בצרה ב מושב,חוף,פרטי,,,3/8/2021,,TCEY,microgr/L,0,
פ בצרה ב מושב,חוף,פרטי,,,3/8/2021,,TECE,microgr/L,0,
מק גבר עם 2,חוף,חברת מקורות,,,3/9/2021,,MTBE,microgr/L,0,
מק גבר עם 2,חוף,חברת מקורות,,,3/9/2021,,TCEY,microgr/L,0,
מק גבר עם 2,חוף,חברת מקורות,,,3/9/2021,,TECE,microgr/L,0,
מק זוהרים 1,ירקתן,חברת מקורות,,,3/9/2021,,MTBE,microgr/L,0,
מק זוהרים 1,ירקתן,חברת מקורות,,,3/9/2021,,TCEY,microgr/L,0,
מק זוהרים 1,ירקתן,חברת מקורות,,,3/9/2021,,TECE,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,3/14/2021,1,MTBE,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,3/14/2021,1,TCEY,microgr/L,1,<
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,3/14/2021,1,TECE,microgr/L,1,<
פ כפר אזר ב,חוף,פרטי,,,3/15/2021,,TCEY,microgr/L,5.8,
פ בני ברק ז עיר,חוף,פרטי,,,3/15/2021,,TECE,microgr/L,6.9,
פ בני ברק עיר ה,חוף,פרטי,,,3/15/2021,,TCEY,microgr/L,3.6,
פ בני ברק עיר ה,חוף,פרטי,,,3/15/2021,,TECE,microgr/L,10.3,
מק שקף 1,ירקתן,חברת מקורות,,,3/16/2021,,MTBE,microgr/L,0,
מק שקף 1,ירקתן,חברת מקורות,,,3/16/2021,,TCEY,microgr/L,0,
מק שקף 1,ירקתן,חברת מקורות,,,3/16/2021,,TECE,microgr/L,0,
פ רשלצ רוטשילד 2 סיליקט,חוף,פרטי,,,3/16/2021,,TECE,microgr/L,9,
פ תל השומר 5,חוף,פרטי,,,3/16/2021,,TECE,microgr/L,1.9,
מק אלוני הבשן 3,כנרת,חברת מקורות,,,3/16/2021,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,3/18/2021,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,3/18/2021,,TCEY,microgr/L,5.6,
פ בת ים 14,חוף,פרטי,,,3/18/2021,,TECE,microgr/L,0.3,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/18/2021,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/18/2021,,TCEY,microgr/L,8.2,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/18/2021,,TECE,microgr/L,0.3,
פ בת ים 14,חוף,פרטי,,,3/21/2021,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,3/21/2021,,TCEY,microgr/L,13.9,
פ בת ים 14,חוף,פרטי,,,3/21/2021,,TECE,microgr/L,0.7,
מק יקנעם 5,כרמל,חברת מקורות,,,3/29/2021,,MTBE,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,3/29/2021,,TCEY,microgr/L,0,
מק יקנעם 5,כרמל,חברת מקורות,,,3/29/2021,,TECE,microgr/L,0,
מק נחלי מנשה 7 א,חוף,חברת מקורות,,,4/4/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 20,חוף,חברת מקורות,,,4/4/2021,,MTBE,microgr/L,0,
מק תות 4,ירקתן,חברת מקורות,,,4/4/2021,,MTBE,microgr/L,0,
מק תות 4,ירקתן,חברת מקורות,,,4/4/2021,,TCEY,microgr/L,0,
מק תות 4,ירקתן,חברת מקורות,,,4/4/2021,,TECE,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,4/5/2021,1,MTBE,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,4/5/2021,1,TCEY,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,4/5/2021,1,TECE,microgr/L,7.8,
מק חולון 6,חוף,חברת מקורות,,,4/5/2021,,TCEY,microgr/L,2.6,
מק חולון 6,חוף,חברת מקורות,,,4/5/2021,,TECE,microgr/L,0.2,
מק חולון 14,חוף,חברת מקורות,,,4/5/2021,,TCEY,microgr/L,7.1,
מק חולון 4,חוף,חברת מקורות,,,4/5/2021,,TECE,microgr/L,0.2,
מק ראש העין 2,ירקתן,חברת מקורות,,,4/5/2021,,MTBE,microgr/L,0,
מק ראש העין 2,ירקתן,חברת מקורות,,,4/5/2021,,TCEY,microgr/L,0,
מק ראש העין 2,ירקתן,חברת מקורות,,,4/5/2021,,TECE,microgr/L,0,
מק זכרון רוטשילד,ירקתן,חברת מקורות,,,4/5/2021,,MTBE,microgr/L,0,
מק זכרון רוטשילד,ירקתן,חברת מקורות,,,4/5/2021,,TCEY,microgr/L,0,
מק זכרון רוטשילד,ירקתן,חברת מקורות,,,4/5/2021,,TECE,microgr/L,0,
מק זיקים 8,חוף,חברת מקורות,,,4/6/2021,,MTBE,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,4/6/2021,,TCEY,microgr/L,7.9,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,4/6/2021,,TECE,microgr/L,230,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,4/7/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,4/7/2021,,TCEY,microgr/L,0,
מק נחלי מנשה 5 א,חוף,חברת מקורות,,,4/7/2021,,TECE,microgr/L,0,
מק חולון 2,חוף,חברת מקורות,,,4/11/2021,,MTBE,microgr/L,0,
מק חולון 2,חוף,חברת מקורות,,,4/11/2021,,TCEY,microgr/L,0,
מק חולון 2,חוף,חברת מקורות,,,4/11/2021,,TECE,microgr/L,0,
פ תא עיר מגורים,חוף,פרטי,,,4/11/2021,,TCEY,microgr/L,2.7,
פ תא עיר מגורים,חוף,פרטי,,,4/11/2021,,TECE,microgr/L,1.1,
פ גשר הזיו המכון,גליל מערבי,פרטי,,,4/12/2021,,MTBE,microgr/L,0,
פ גשר הזיו המכון,גליל מערבי,פרטי,,,4/12/2021,,TCEY,microgr/L,0,
פ גשר הזיו המכון,גליל מערבי,פרטי,,,4/12/2021,,TECE,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,4/13/2021,,TECE,microgr/L,3.6,
מק ארז שקמה 12 ב,חוף,חברת מקורות,,,4/18/2021,,MTBE,microgr/L,0,
מק ארז שקמה 12 ב,חוף,חברת מקורות,,,4/18/2021,,TCEY,microgr/L,0,
מק ארז שקמה 12 ב,חוף,חברת מקורות,,,4/18/2021,,TECE,microgr/L,0,
מק נקז ארז שקמה 9,חוף,חברת מקורות,,,4/18/2021,,MTBE,microgr/L,0,
מק שקמה 3,חוף,חברת מקורות,,,4/18/2021,,MTBE,microgr/L,0,
מק אשדוד 4,חוף,חברת מקורות,,,4/18/2021,,MTBE,microgr/L,0,
