שם קידוח,אגן,ייעוד הקידוח,אתר ניטור,סוג זיהום,תאריך מדידה,עומק הדיגום,סמל פרמטר,יחידת מידה,ריכוז,סמן
מק עמקא 2,גליל מערבי,חברת מקורות,,,6/1/1992,,TECE,microgr/L,0,
מק עמקא 2,גליל מערבי,חברת מקורות,,,6/1/1992,,TCEY,microgr/L,0.2,<
מק עמקא 2,גליל מערבי,חברת מקורות,,,6/1/1992,,TECE,microgr/L,0.15,<
מק חוף הכרמל 9,כרמל,חברת מקורות,,,6/2/1992,,TCEY,microgr/L,0,
מק חוף הכרמל 9,כרמל,חברת מקורות,,,6/2/1992,,TECE,microgr/L,0,
פ עתלית המועצה 5,כרמל,פרטי,,,6/2/1992,,TCEY,microgr/L,0,
פ עתלית המועצה 5,כרמל,פרטי,,,6/2/1992,,TECE,microgr/L,0,
מק חוף הכרמל 9,כרמל,חברת מקורות,,,6/2/1992,,TCEY,microgr/L,0.2,<
מק חוף הכרמל 9,כרמל,חברת מקורות,,,6/2/1992,,TECE,microgr/L,0.15,<
פ עתלית המועצה 5,כרמל,פרטי,,,6/2/1992,,TCEY,microgr/L,0.2,<
פ עתלית המועצה 5,כרמל,פרטי,,,6/2/1992,,TECE,microgr/L,0.15,<
מק חולון 14,חוף,חברת מקורות,,,6/3/1992,,TCEY,microgr/L,10.9,
מק חולון 14,חוף,חברת מקורות,,,6/3/1992,,TECE,microgr/L,0.28,
מק חולון 15,חוף,חברת מקורות,,,6/3/1992,,TCEY,microgr/L,0.5,
מק חולון 15,חוף,חברת מקורות,,,6/3/1992,,TECE,microgr/L,0.5,
מק כברי 7,גליל מערבי,חברת מקורות,,,6/3/1992,,TCEY,microgr/L,0,
מק כברי 7,גליל מערבי,חברת מקורות,,,6/3/1992,,TECE,microgr/L,0,
מק חולון 14,חוף,חברת מקורות,,,6/3/1992,,TCEY,microgr/L,10.9,
מק חולון 14,חוף,חברת מקורות,,,6/3/1992,,TECE,microgr/L,0.28,
מק כברי 7,גליל מערבי,חברת מקורות,,,6/3/1992,,TCEY,microgr/L,0.2,<
מק כברי 7,גליל מערבי,חברת מקורות,,,6/3/1992,,TECE,microgr/L,0.15,<
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/9/1992,,TCEY,microgr/L,0,
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/9/1992,,TECE,microgr/L,0,
מק נקז ארז שקמה 9,חוף,חברת מקורות,,,6/9/1992,,TCEY,microgr/L,0,
מק נקז ארז שקמה 9,חוף,חברת מקורות,,,6/9/1992,,TECE,microgr/L,0,
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/9/1992,,TCEY,microgr/L,0.2,<
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/9/1992,,TECE,microgr/L,0.15,<
מק נקז ארז שקמה 9,חוף,חברת מקורות,,,6/9/1992,,TCEY,microgr/L,0.2,<
מק נקז ארז שקמה 9,חוף,חברת מקורות,,,6/9/1992,,TECE,microgr/L,0.15,<
מק אזויה,ירקתן,פרטי,,,6/15/1992,,TCEY,microgr/L,0,
מק אזויה,ירקתן,פרטי,,,6/15/1992,,TECE,microgr/L,0,
מק אזויה,ירקתן,פרטי,,,6/15/1992,,TCEY,microgr/L,0.2,<
מק אזויה,ירקתן,פרטי,,,6/15/1992,,TECE,microgr/L,0.15,<
מק עין כרם 6,ירקתן,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0,
מק עין כרם 6,ירקתן,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0.16,
מק עין כרם 4,ירקתן,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0,
מק עין כרם 4,ירקתן,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0,
מק נ ח רובין 5,חוף,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0,
מק נ ח רובין 5,חוף,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0.2,
מק נ ח רובין 3,חוף,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0,
מק נ ח רובין 3,חוף,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0,
מק נח רובין 4,חוף,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0,
מק נח רובין 4,חוף,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0,
מק נ ח רובין 5,חוף,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0.2,<
מק נ ח רובין 5,חוף,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0.2,
מק נ ח רובין 3,חוף,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0.2,<
מק נ ח רובין 3,חוף,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0.15,<
מק נח רובין 4,חוף,חברת מקורות,,,6/16/1992,,TCEY,microgr/L,0.2,<
מק נח רובין 4,חוף,חברת מקורות,,,6/16/1992,,TECE,microgr/L,0.15,<
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0,
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0,
מק שקמה 4,חוף,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0,
מק שקמה 4,חוף,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0,
מק מחנה חורון,ההר המזרחי,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0,
מק מחנה חורון,ההר המזרחי,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0,
מק קרני שומרון,ירקתן,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0,
מק קרני שומרון,ירקתן,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0.15,
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0.2,<
מק נקז ארז שקמה 10,חוף,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0.15,<
מק שקמה 4,חוף,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0.2,<
מק שקמה 4,חוף,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0.15,<
מק מחנה חורון,ההר המזרחי,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0.2,<
מק מחנה חורון,ההר המזרחי,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0.015,<
מק קרני שומרון,ירקתן,חברת מקורות,,,6/22/1992,,TCEY,microgr/L,0.2,<
מק קרני שומרון,ירקתן,חברת מקורות,,,6/22/1992,,TECE,microgr/L,0.15,
מק אילת 104,נגב והערבה,חברת מקורות,,,6/25/1992,,TCEY,microgr/L,0,
מק אילת 104,נגב והערבה,חברת מקורות,,,6/25/1992,,TECE,microgr/L,0,
מק נאות הככר 1 ב,נגב והערבה,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0,
מק נאות הככר 1 ב,נגב והערבה,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק משאבים 1,ירקתן,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0,
מק משאבים 1,ירקתן,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק באר שבע 6,ירקתן,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0,
מק באר שבע 6,ירקתן,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 14,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0,
מק מפרץ חיפה 14,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 13,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,1.8,
מק מפרץ חיפה 13,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 12,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,12.5,
מק מפרץ חיפה 12,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 21,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,5.4,
מק מפרץ חיפה 21,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 8,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,143,
מק מפרץ חיפה 8,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 9,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,53,
מק מפרץ חיפה 9,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק מפרץ חיפה 20,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,3910,
מק מפרץ חיפה 20,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0,
מק נאות הככר 1 ב,נגב והערבה,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0.2,<
מק נאות הככר 1 ב,נגב והערבה,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק משאבים 1,ירקתן,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0.2,<
מק משאבים 1,ירקתן,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק באר שבע 6,ירקתן,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0.2,<
מק באר שבע 6,ירקתן,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 14,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,0.2,<
מק מפרץ חיפה 14,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 13,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,1.8,
מק מפרץ חיפה 13,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 12,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,12.5,
מק מפרץ חיפה 12,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 21,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,5.4,
מק מפרץ חיפה 21,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 8,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,143,
מק מפרץ חיפה 8,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 9,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,53,
מק מפרץ חיפה 9,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק מפרץ חיפה 20,גליל מערבי,חברת מקורות,,,6/29/1992,,TCEY,microgr/L,3910,
מק מפרץ חיפה 20,גליל מערבי,חברת מקורות,,,6/29/1992,,TECE,microgr/L,0.15,<
מק עין כרם 4,ירקתן,חברת מקורות,,,7/2/1992,,TCEY,microgr/L,0,
מק עין כרם 4,ירקתן,חברת מקורות,,,7/2/1992,,TECE,microgr/L,0,
מק נטופה 1,כנרת,חברת מקורות,,,7/7/1992,,TCEY,microgr/L,0,
מק נטופה 1,כנרת,חברת מקורות,,,7/7/1992,,TECE,microgr/L,0,
מק כלנית 1,כנרת,חברת מקורות,,,7/7/1992,,TCEY,microgr/L,0,
מק כלנית 1,כנרת,חברת מקורות,,,7/7/1992,,TECE,microgr/L,0,
מק נטופה 1,כנרת,חברת מקורות,,,7/7/1992,,TCEY,microgr/L,0.2,<
מק נטופה 1,כנרת,חברת מקורות,,,7/7/1992,,TECE,microgr/L,0.15,<
מק כלנית 1,כנרת,חברת מקורות,,,7/7/1992,,TCEY,microgr/L,0.2,<
מק כלנית 1,כנרת,חברת מקורות,,,7/7/1992,,TECE,microgr/L,0.15,<
מק יורקעם 1,נגב והערבה,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0,
מק יורקעם 1,נגב והערבה,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0,
מק נאות הככר 3,נגב והערבה,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0,
מק נאות הככר 3,נגב והערבה,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0,
מק תל שוקת 3,ירקתן,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0,
מק תל שוקת 3,ירקתן,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0,
מק כרמל 2,כרמל,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0,
מק כרמל 2,כרמל,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0,
מק תל שוקת 3,ירקתן,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0.2,<
מק תל שוקת 3,ירקתן,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0.15,<
מק כרמל 2,כרמל,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0.2,<
מק כרמל 2,כרמל,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0.15,<
מק יורקעם 1,נגב והערבה,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0.2,<
מק יורקעם 1,נגב והערבה,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0.15,<
מק נאות הככר 3,נגב והערבה,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0.2,<
מק נאות הככר 3,נגב והערבה,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0.15,<
מק נאות הככר 22,נגב והערבה,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0.2,<
מק נאות הככר 22,נגב והערבה,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0.15,<
מק נאות הככר 23,נגב והערבה,חברת מקורות,,,7/14/1992,,TCEY,microgr/L,0.2,<
מק נאות הככר 23,נגב והערבה,חברת מקורות,,,7/14/1992,,TECE,microgr/L,0.15,<
מק שדה אליעזר 3,כנרת,חברת מקורות,,,7/15/1992,,TCEY,microgr/L,0,
מק שדה אליעזר 3,כנרת,חברת מקורות,,,7/15/1992,,TECE,microgr/L,0,
מק שדה אליעזר 3,כנרת,חברת מקורות,,,7/15/1992,,TCEY,microgr/L,0.2,<
מק שדה אליעזר 3,כנרת,חברת מקורות,,,7/15/1992,,TECE,microgr/L,0.15,<
מק רוויה 3,ההר המזרחי,חברת מקורות,,,7/22/1992,,TCEY,microgr/L,0,
מק רוויה 3,ההר המזרחי,חברת מקורות,,,7/22/1992,,TECE,microgr/L,0,
מק רוויה 2,ההר המזרחי,חברת מקורות,,,7/22/1992,,TCEY,microgr/L,0,
מק רוויה 2,ההר המזרחי,חברת מקורות,,,7/22/1992,,TECE,microgr/L,0,
מק רוויה 3,ההר המזרחי,חברת מקורות,,,7/22/1992,,TCEY,microgr/L,0.2,<
מק רוויה 3,ההר המזרחי,חברת מקורות,,,7/22/1992,,TECE,microgr/L,0.15,<
מק רוויה 2,ההר המזרחי,חברת מקורות,,,7/22/1992,,TCEY,microgr/L,0.2,<
מק רוויה 2,ההר המזרחי,חברת מקורות,,,7/22/1992,,TECE,microgr/L,0.15,<
מק אמציה 1,ירקתן,חברת מקורות,,,7/27/1992,,TCEY,microgr/L,0,
מק אמציה 1,ירקתן,חברת מקורות,,,7/27/1992,,TECE,microgr/L,0,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,7/27/1992,,TCEY,microgr/L,0,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,7/27/1992,,TECE,microgr/L,0,
מק אמציה 1,ירקתן,חברת מקורות,,,7/27/1992,,TCEY,microgr/L,0.2,<
מק אמציה 1,ירקתן,חברת מקורות,,,7/27/1992,,TECE,microgr/L,0.15,<
מק שפלת לוד 9,ירקתן,חברת מקורות,,,7/27/1992,,TCEY,microgr/L,0.2,<
מק שפלת לוד 9,ירקתן,חברת מקורות,,,7/27/1992,,TECE,microgr/L,0.15,<
מק ניר עם 13,חוף,חברת מקורות,,,7/28/1992,,TCEY,microgr/L,0,
מק ניר עם 13,חוף,חברת מקורות,,,7/28/1992,,TECE,microgr/L,0,
מק גבר עם 8,חוף,חברת מקורות,,,7/28/1992,,TCEY,microgr/L,0,
מק גבר עם 8,חוף,חברת מקורות,,,7/28/1992,,TECE,microgr/L,0,
מק ניר עם 13,חוף,חברת מקורות,,,7/28/1992,,TCEY,microgr/L,0.2,<
מק ניר עם 13,חוף,חברת מקורות,,,7/28/1992,,TECE,microgr/L,0.15,<
מק גבר עם 8,חוף,חברת מקורות,,,7/28/1992,,TCEY,microgr/L,0.2,<
מק גבר עם 8,חוף,חברת מקורות,,,7/28/1992,,TECE,microgr/L,0.15,<
מק שוקדה 6,חוף,חברת מקורות,,,8/2/1992,,TCEY,microgr/L,0,
מק שוקדה 6,חוף,חברת מקורות,,,8/2/1992,,TECE,microgr/L,0,
מק מגדל 4,חוף,חברת מקורות,,,8/2/1992,,TCEY,microgr/L,0,
מק מגדל 4,חוף,חברת מקורות,,,8/2/1992,,TECE,microgr/L,0,
מק שוקדה 6,חוף,חברת מקורות,,,8/2/1992,,TCEY,microgr/L,0.2,<
מק שוקדה 6,חוף,חברת מקורות,,,8/2/1992,,TECE,microgr/L,0.15,<
מק מגדל 4,חוף,חברת מקורות,,,8/2/1992,,TCEY,microgr/L,0.2,<
מק מגדל 4,חוף,חברת מקורות,,,8/2/1992,,TECE,microgr/L,0.15,<
מק נד ר 26,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0,
מק נד ר 26,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0,
מק נד ר 22,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0,
מק נד ר 22,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0,
מק נד ר 4,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0,
מק נד ר 4,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0,
מק נצרים 2,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0,
מק נצרים 2,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0,
מק נצנים נקז 3,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0,
מק נצנים נקז 3,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0,
מק אשדוד 37,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0,
מק אשדוד 37,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0,
מק נד ר 26,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0.2,<
מק נד ר 26,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0.15,<
מק נד ר 22,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0.2,<
מק נד ר 22,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0.15,<
מק נצרים 2,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0.2,<
מק נצרים 2,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0.15,<
מק נצנים נקז 3,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0.2,<
מק נצנים נקז 3,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0.15,<
מק אשדוד 37,חוף,חברת מקורות,,,8/4/1992,,TCEY,microgr/L,0.2,<
מק אשדוד 37,חוף,חברת מקורות,,,8/4/1992,,TECE,microgr/L,0.15,<
מק עין כרם 4,ירקתן,חברת מקורות,,,8/5/1992,,TCEY,microgr/L,0,
מק עין כרם 4,ירקתן,חברת מקורות,,,8/5/1992,,TECE,microgr/L,0,
מק ניר עם 15,חוף,חברת מקורות,,,8/9/1992,,TCEY,microgr/L,0,
מק ניר עם 15,חוף,חברת מקורות,,,8/9/1992,,TECE,microgr/L,0,
מק יד מרדכי 4,חוף,חברת מקורות,,,8/9/1992,,TCEY,microgr/L,0,
מק יד מרדכי 4,חוף,חברת מקורות,,,8/9/1992,,TECE,microgr/L,0,
מק ניר עם 15,חוף,חברת מקורות,,,8/9/1992,,TCEY,microgr/L,0.2,<
מק ניר עם 15,חוף,חברת מקורות,,,8/9/1992,,TECE,microgr/L,0.15,<
מק יד מרדכי 4,חוף,חברת מקורות,,,8/9/1992,,TCEY,microgr/L,0.2,<
מק יד מרדכי 4,חוף,חברת מקורות,,,8/9/1992,,TECE,microgr/L,0.15,<
מק באר טוביה 7,חוף,חברת מקורות,,,8/10/1992,,TCEY,microgr/L,0,
מק באר טוביה 7,חוף,חברת מקורות,,,8/10/1992,,TECE,microgr/L,0,
מק כפר אחים 4,חוף,חברת מקורות,,,8/10/1992,,TCEY,microgr/L,0,
מק כפר אחים 4,חוף,חברת מקורות,,,8/10/1992,,TECE,microgr/L,0,
מק כפר אחים 4,חוף,חברת מקורות,,,8/10/1992,,TCEY,microgr/L,0.2,<
מק כפר אחים 4,חוף,חברת מקורות,,,8/10/1992,,TECE,microgr/L,0.15,<
מק אבו גבר 2,שולי ההר,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0,
מק אבו גבר 2,שולי ההר,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0,
מק הר טוב 4,ירקתן,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0,
מק הר טוב 4,ירקתן,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0,
מק אשתאול 1,ירקתן,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0,
מק אשתאול 1,ירקתן,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0,
מק כפר אוריה 9 א,ירקתן,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0,
מק כפר אוריה 9 א,ירקתן,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0,
מק אשתאול 1,ירקתן,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0.2,<
מק אשתאול 1,ירקתן,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0.15,<
מק אבו גבר 2,שולי ההר,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0.2,<
מק אבו גבר 2,שולי ההר,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0.15,<
מק הר טוב 4,ירקתן,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0.2,<
מק הר טוב 4,ירקתן,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0.15,<
מק כפר אוריה 9 א,ירקתן,חברת מקורות,,,8/11/1992,,TCEY,microgr/L,0.2,<
מק כפר אוריה 9 א,ירקתן,חברת מקורות,,,8/11/1992,,TECE,microgr/L,0.15,<
